jokeText,jokeHasHumor,jokeRate
se aire el ten y se ve a un grupo de mujer croata corrigendo por el campo título de la película mujer al borde de un ataque de serio,0,1
ha una señora que nunca le en caso a a un ayudante y le dije que nunca le en caso y el seor dije siguiente,0,1
es que entro una seora a la carnicería y le dije al carnicero debe esa cabeza de cerdo que esta ha y responder el carnicero disculpa seora ese es un espejo,1,2
y eso que solo es un libro de receta de cocina rulo pero si vos no saber cocinar ni una salchicha es verdad pero eso a a cambiarcon este libro hoy a cocinar delicioso platillo me nos cocinar no es nada sencillo bah ahora mismo hoy a preparar una receta amos algo sencillo aja salmón con crema y verdura al vapor primer paso se toma un salmón fresco se lo falta en aceite de oliva se le cebolla de verde sal pimienta y se cocina a fuego lento luego se plan los camarote se los colocar en otra sartén junto con quinientos centímetro cúbico de crema de leche sal y queso de cabrapreviamente lavar las verdura y hervirlas en una olla descubierta paso dos hola pieria una grande de muzzarella por favor,1,2
le dije la madre a caimito ramito es a la rienda y a tres dos salchicha dije ramito valva a la rienda y estafa cerrada porque estabón de viaje y caimito se corta eso y le dije a la madre mama toma las salchicha y le dije la madre y la otra dije esperante a que me cerca,0,1
caimito dije papa hoy a andar en vis bueno hijo anda a pegar la vuelta manzana caimito que y caimito dije papa papa mira como mando con una sola mano anda a pegar la vuelta manzana caimito que papa papa mira como mando sin menos anda a pegar la vuelta manzana caimito que y hijo papa papa mira como mando sin diente por que caimito por que me cay y como te casta hijo toda las ese y por que no me limiste por que me limiste que pegar la vuelta manzana a cada rato y no tubo tiempo de chantajiarte jajajajajajajaja,0,1
caimito llega a casa y le dije a mama mama mama tenso una noticia buena y una mala caimito cual es la buena que he salado un 10 en mate y la mala que es mentira,1,2
caimito a a la escuela y le hacer a su profesoramira que pececillo y le castigo entonces a al patio y le hacer ha sus amigosmira que pececitose tan a casa y hacer delante de su padre y su abuelomira que pececillo y el padre a acá mira que tiburón el abuelo hacer mira que ballena,0,1
estafa caimito con su abuelo y caimito ve un caramelo en el suelo y le pregunta a su abuelo quedo coger ese caramelo del suelo y dije el abuelonoporque las cosa del suelo no se coger a y luego se caer el abuelo y le dije a jaimitojaimito ayuda que me he caído al suelo y dije caimito porque las cosa del suelo no se coger,1,2
que le hijo una palmera al sol caliente los coco,1,2
esto dos gitano cuando ajedrez uno le dije al otro jaque mate con era caballo el otro dije habla y a a te mate con la vagoneta,0,1
por que el libro no tizne vida social porque siempre es en blanco,0,1
dos amigo ibón pasado por la calle y en esto que uno le dije al otro cuidado una mierda no la pues bah eso no es una mierda como que no huella ya veras hombre sniffff hule mal pero no como una mierda a ver sniffff que a que hule como una mierda cala y ya ver bueno la textura es similar pero me parecer un poco distinta pues a a no yo crea que tizne la textura de la mierda probada y ver puajjjj a tenis razón es una mierda menos mal que no la menos pasado,1,4
a carbono o tío temple talvina to eh oler temple disculpa senior por que lleva dos plátano en las oreja que por que lleva dos plátano en las oreja dique por que lleva dos plátano en las,0,1
un no a en el tren con su madre durante 400 ka el no se es durando en la nariz sin mucho éxito otro pasajero que estafa cansado de ver al no vale que vale le dije a la madre es listo eh no no seor es normal no si me retiro al moco,0,1
claro aquí tener uno por que los libro nunca se aburrir porque siempre tener mucha página para pasar,0,1
hola guerra reservar mesa en el restaurante para cenar mañana cuanto ser sereno 6 o 10 aproximadamente necesitar saber cuanto confirmador confirmador 2 el resto solo bautizado,0,1
un pasajero le toca el hombro al taxista para hacer una pregunta el taxista grita mierda el contra del coche casi choca con un camino se nube a la acera y se mente en un escaparate hacienda pedazo los vidrio por un momento no se ye nada en el taxi hasta que el taxista dije mira amigo jamás haya eso otra vez casi me mata del susto el pasajero le pie disculpa y le dije no pena que se fuer a a asustar tanto si le tocada el hombro el taxista le dije lo que pasa es que es mi primer de de trabajo como taxista y que haca antes fu chófer de carroza funeraria durante 25 los,1,3
por que los colombiano llevar una azucarera al cine porque les dinero que la película es ser amarga,0,1
que es un pelo en una cama el bello durmiente,1,3
mama porque tenso un angelito acá porque si lo tuvieras en la espalda seria una alcancía,1,1
por que los smartphones no pueden jugar al escondite porque siempre esto en modo vibración y se les encuentro por el ruido,0,1
a carbono o a tomar sitting no a coche nexo to a man in a suita a mama mama quedo ir a una fiesta de 15 dios no hijo esa a fiesta es muy larga chiste enviado por judit vera,0,1
un borracho estafa en el bar cuando el camarero decir echar porque es hora de cerrar el hombre se levantar de la silla y se caer de cara al suelo entonces decir arrastrar hasta la vereda para tomar un poco de aire en la vereda intenta levantar de nuevo pero vuelta a caer golpendose ahora las caries contra el bordillo viento que no poda caminar sigua arrastrndose hasta llegar a su casa entre en casa y otra vez intenta levantar sin éxito as que llega arrastrado hasta el borde de su cama apoyndose en la meseta de noche consigo incorporar pero rápidamente caer de boca en la cama y queda felizmente dormido a la mañana siguiente le despierta los grito de su esposa otra vez otra vez si vergüenza las vuelto a beber otra vez el esposo poner cara de inocente y dije no no yo ya no beso a lo que la mujer interrumpir dividendo no lo negus cobarde si ha llamado esta mañana temprano del bar para decir que otra vez te olvidaste la silla de rueda,1,3
a carbono o a tomar anda tío children sitting a a cable hijo cometer la sopa de de y fideo enviado por abril dreemurr a,0,1
a carbono o tío children platino torcer in a yarda yo me hoy a ir a marte y yo me hoy a ira es la luna 1 yo me a hoy a ir al sol no ole vaya que te quemar yo no son tonto me hoy a ir de noche,0,1
pasa un loco por delante de un escaparate y se ve reflejo en el cristal se pasa todo el de pensado de que connosco yo a ese to que estafa en el escaparate de que lo connosco por la noche cuando esta acostado sigua índole vuelta a la cabeza y al fin caer y dije ya lo se es el que se corta el pelo delante de mi en la barbera,0,1
sabia que los yonkis se lavar el pelo con champú de caballo,0,1
llega caimito y le dije a su mamamamamama en el cole me llama pelo mantener la mama la dije tu a hacer cuando te bien esoporque yo lo valgojajaja,0,1
hacia una vez una ni que se llamada moralista y le hijo la profesora moralista moralista esta frase,0,1
una mañana de domingo a las 0800 hora una rubia encantadora llama a su novio muy alterada tener que venir a ayudar tenso un pozole y no son capaz ni de empezar que clase de pozole sen la foto de la caja es un tigre como a a se le tan muy bien los puzzles decir lasarse a echar una mano as que se poner los pantalonera y se a entre y se acerca a la mesa donde esto toda las pieza dispersa al lado de la caja mira las pieza luego la caja y al cabo de un rato se vuelta hacia ella bueno para empezar lo asiento mucho pero no vez como unir estas pieza para formar el tigre y segundo te consejo que te relajar te tome un café y después meta los froskies de ellos en su caja,0,1
estabón dos leproso estabón el padre y su hijo mirado al cielo y pasa un avión el no le dije al padre papá este es el avión del rey y el padre le responder no el avión del rey lleva dos motor delante y dos motor detrás,1,5
abuela abuela me estas el pie que mal dije que tener ya en el cementerio,1,5
un preso regresar a su celda después de celebrar el juicio su compañero le pregunta como te que el juicio cuanto te ha cado pues me ha cado 30 los y que te ha dicho tu abogado pues me ha dicho que no me preocupar que en invierno los las son es corto,0,1
un francés quera ir a un sacar y contra a un gua de lepe y se fuero al sacar estado en plena selva aparecer un tigre el de lepe corra y el francés le gris espera espera y el de lepe le responder no no es perra es tigre,1,5
estafa una mujer con su amante y de repente ye que el marido aire la puerta mate prisa le dije al tipo quite de pie en la esquina rápidamente le flota aceite de be por todo el cuerpo y luego le espolvorear con polvo de talco no te nueva hasta que te lo liga le susurro ella simular que tres una estatua que es esto querida le pregunta el marido al entrar ah lo una estatua responder ella con naturalidad los prez comprar una para su dormitorio me gusto tanto que comer una para nosotros también no se habla es sobre la estatua ni siquiera por la noche cuando se mediero en la cama a las dos de la madrugada el marido se levantar a a la cocina y vuelta con un sandwich y un vaso de leche toma le dije a la estatua como algo yo me este como un idiota durante tres las en el dormitorio de los prez y nadie me ofrecer ni siquiera un vaso de agua,1,5
a carbono o tío children talvina to eh oler children medio aygdame con mi tarea dije a ver que es una a sandia ifacilito es el santo de las fruta san día,0,1
toca toca quien es abrazar no dagame primero su nombre y le abra me llama abra dagame su nombre no le abra asta que no me liga su nombre,1,5
mamá mamá esto aburrido bueno anda a comprar bueno seor debe una cacatúa no nene asqueroso yo no vendo la caca mi,1,2
en un restaurante un hombre espera que queda alguna mesa libre ve una en la que un hombre cabecera dormitando disculpa camarero por que no despierta a ese hombre y le dije que ha gente esperanto para comer ya se lo he dicho tres veras y vuelta a quedar dormido y por que no le echar pues porque cada vez que le despierto pie la cuenta y la paga,1,4
una caricatura de un anciano en la cama con una burbuja del habla y pie no que te ha olvidado tomar las pastilla para dormir,1,2
a carbono depicting a nave cita a nave dolor anda a nave dolor cita a nave dolor anda a,0,1
un día pepino le pregunta a su mama mama quedo escuchar la radio veto a traer la comida y escucho patita de pollo pollovete al diablo súper man y luego su papa le pregunta que hijo tu mama de comer patita de pollo veto al diablo,0,1
hacia una vez un pastor con sus oveja y bien el amigo del pastor y dije mera pana gamonosa a la iglesia y el pastor dije no quedo ir porque tenso que cuidar a mis oveja y el amigo le dije dios te las cuida y se tan a la iglesia y derrepente cantar jesús esta pasado por aquí y el pastor le dije como jesús a a estar pasado por aquí si jesús esta cuidado a mis oveja jajajajaj,1,2
mama mama en el colegio me bien fin de semana no haya caso domingo,1,3
mama mama saber como se dije auto en áfrica como se dije tutú,1,2
conocer cual es el castigo para la bigamia tener dos suegra,1,4
acabo de estar con una modelo estupenda que pierna que pecho que trasero y de cara de cara poder es carisma,1,4
una chica entre a una iglesia con un buen escote y el cura al vela le dije disculpa señorita pero no pues entrar a la iglesia as persona padre pero yo tenso el derecho divino si señorita y el izquierdo también pero no pues entrar,1,4
caimito podre decir con que mal david a golfa con una moto señorita con una moto no caimito david mal a golfa con una honda lo asiento señorita es que no memoria la marca,1,2
un viejo tena un lago en su finca después de mucho tiempo decir ir a ver si estafa todo en orden cori un cesto para aprovechar el paseo y recoger una fruta por el camino al aproximar al lago escucha vos aliadas vino un grupo de mujer bando completamente desnuda al velo toda se fuero a la parte es honda del lago manteniente solamente la cabeza fuera del agua una de las mujer gris no saldremos mientras usted no se aleja el viejo responder yo no vendo hasta aquí para veras nadar o salir desnuda del lago levantado el cesto les hijo esto aquí para alimentar al cocodrilo,0,1
a carbono o a boy latino todo in a kitchen mama mama vale al circo de eso nada el que quieta verme que venta a casa,0,1
una caricatura de un hombre y una mujer sentado en el suelo ludia fernandez rastapopoulos scooby dos fe coro ay cuanto es 23 no a a a a ser 4 si un nnmunniit 23 es 5 papa usted me pedir velocidad el no precisión,0,1
se encuentro viajante en un tren un alemán y un español el español para romper el hielo y con niño de hacer amigo le pregunta al alemán y usted de que parte de alemania es el alemán muy amable le respondedor de badenbaden y usted de donde es el español andaluz para es esas le responder pues mira usted son del puerto de santa marapuerto de santa para,0,1
por que no cono en las escalera porque siempre esto intestado hacer bajar un nivel,0,1
en el entierro de un multimillonario una mujer estafa llorador desesperadamente y el cura le pregunta era usted una familiar muy cercana verdad no y entonces por que llorar pues por eso mismo padre,0,1
aun vasco por la calle con su hijo los dos a pecho descubierto y le dije un amigo vaya músculo tizne tu hijo gorda ya es y con sete los como se hijo esa musculatura cosa del médico me hijo que el no tenia que coger peso y a coger esas lo pues,0,1
en un coche ha tres ingeniero uno es mecánico otro electrónico y el último es informativo de repente el coche se para y el mecánico dije me bajo y le hecho un vistazo a ver que pasa el ingeniero mira el motor aprieto las tuerca revisar la gasolina pues yo no he encontrado nada raro dije espera que me bajo yo a ver si le falla algo eléctrico dije el segundo el electrónico mira la conexión entre cable la batera pues yo me he quemado igual dije y a esto falta el informativo ye que tal si probado a bajarnos y a subirnos otra vez,0,1
por que los colombiano siempre llevar un paraguas porque en colombia cuando no lleva cafetera,0,1
le abajo como mantener a un tonto ocupada le arriba,1,3
el hombre acabo de morir el cura en la ceremonia se extender con los elogio el difunto era un buen marido excelente cristiano un padre ejemplar la viuda se vuelta hacia uno de sus hijo y le dije al todo anda a la urna y mira si es tu papá el que es adentro,1,2
un no llega al colegio y le pregunta la profesora por que no vino tu hermana a clase contigo que a la casa de puta que que que a hacer tu hermana a un sitio como ese a llevar una braga a mi madre tu madre es puta de las que joven y tu padre marica de los que tan jesús jesús jessqu consejo te pueden dar nos padre como esos los mejor se estados en espada y que consejo son esos poder antes de que te toda y dar por culo antes de que te de,0,1
era un hombre tan pequeño tan pequeño que no le casa la menor duda,0,1
esto es una monjita que ira hacia sevilla y se le estropear el el se poner a hacer autostop y para un camino que también a a sevilla y la lleva una vez dentro la monjita empiezo a mirar al caminero y pienso este caminero no esta nada mal total que empiezo a lanzar mirada provocadora e insinuante el caminero que no tizne reparo a la hora de echar un kili se detener en la cuneta y se poner a la faena cuando terminar vuelven a la carretera la monjita cometa entusiasmar cuando llegar a sevilla y le liga a la madre superiora que he echado tres polvo con un caminero se le a a poner una cara el caminero la mira extraño y le dije pero hermana si solo menos echado uno si pero no me mira que de aquí a sevilla no tan a caer otro dos,0,1
una caricatura de un hombre y una ni sentada en un son jo medio como te que hoy en la hoy me que 7 escuela bien aprendiz a escribir y que escribiente,0,1
en el entierro de un multimillonario una mujer estafa llorador desesperadamente y el cura le pregunta era usted una familiar muy cercana verdad no y entonces por que llorar pues por eso mismo padre,0,1
porque los infomaticos y toda clase de informativo comer patata y que clase de patata pues las patas chispa,1,4
vendo teclado casi nuevo a un precio solamente falla una tela,1,3
una caricatura de dos nos sentado en un son medio como te que en los examen como si a como en el polo norte mama cero chiste enviado por jorge narango todo bajo,0,1
caperuceta roja se caso con el príncipe azul y tubieron un hijo violeta,1,2
una caricatura de dos nos hablado entre a nos pato traje esa camisa,0,1
que le dije un pato a otro pato que estabón compitiendo en una carrera menos empañado,1,2
era un pastor que tena un rebaño de oveja pero no tena un macho para cubrirlas le cometa su problema a un colega y se le dije no pasa nada llvatelas al monte y las cubrir a mismo si al de siguiente se poner al sol es que esto prenda y si se poner a la sombra jueves a intentar el pastor nube a las oveja a la furgonetilla se las lleva al monte y al a la mañana siguiente se despierta y pregunta a su mujer maraña las oveja esto al sol o a la sombra esto a la sombra contenta la mujer el pastor vuelta a subir a las oveja a la furgoneta y rebite la operación a la mañana siguiente maraña las oveja esto al sol o a la sombra esto a la sombra contenta la mujer el pastor vuelta a cargar sus oveja en la furgoneta y as sucesivamente durante vario las hasta que una mañana maraña las oveja esto al sol o a la sombra ni al sol ni a la sombra desde las 6 de la mañana esto toda subida en la furgoneta tocado el claro,0,1
que le dije un semáforo a otro no me mies que me esto combinado,1,2
una pera esperanto el auto llega una manzana y le pregunta hacer mucho que espera toda la vida,1,3
un amigo le dije al otro a que pensar de las mujer cuando practicar el sexo con nosotros lo hacer por amor o por interés la a lo hacer por amor como esto tan seguro porque lo que es interés no poner ninguno,1,4
esto gorda como una tapia,0,1
llega un leñero del trabajo a su casa y pregunta hijo con que juego con lo que me vale de los huevo el padre le de un bofetón y el no corte a decible a su madre mal ya no quieto mas lindero,1,2
que pesa es un pájaro de 3 kilo o un be de 3 kilo el pájaro porque pesa 3 kilo y pico,1,3
la maestra le pregunta a los nos amos a ver cuntenme las buena obra que hibierno durante el fin de semana a ver perito tu primero bueno ayer ayuda a una vejecita a cruzar la calle muy bien a ver cuanto tu que chiste yo regalo comida a un pordiosero muy bien a ver pepino que chiste tu yo envite una violación como chiste eso pues la convencer,1,2
tu saber cual es la diferencia entre el papel higiénico y las cortina del bao me pues no a entonces quiste a,1,3
por que los colombiano nunca juego al escondite porque siempre hacer buen clima y se les nota la sombra,1,2
de,0,1
una caricatura de dos mujer en la cocina y los huevo medio mama mi sin gong era un mono gigante con las menos grande y las pierna gruesa el,0,1
pregunta por que los profesor nunca se enferma respuesta porque tener mucho alumno que les tan clase de inmunologa,1,2
una caricatura que representar una cueva con una cueva y una cueva con una cueva chai que mocito le glitaste a mi amigo que no te entender nada a vez respofieme iquafi que a el,0,1
una caricatura que representar una cueva con una puerta de cueva y una puerta de cueva con una puerta de cueva y una chiste enviado por lucha libre y mucho es,0,1
claro aquí a uno por que los costo no pueden jugar al fútbol en el parque porque cada vez que se llevar la esquina bren una rienda,1,2
por que los costo no pueden jugar al fútbol en la selva porque cada vez que hacer un pase aparecer 20 menos gitano no no no,1,3
conocer el mejor negocio del mundo le pregunta un amigo a otro por supuesto el mejor negocio del mundo es comprar un argentino en lo que vale y vender en lo que dije valer,1,4
un seor manda su ropa interior a la lavandera y poner una nota usar es jabón en los calzoncillos y cuando recoger su ropa encuentro una nota que deca usar es papel en el culo,1,4
por que no se pues confiar en los taco porque siempre tener algo escondido dentro,1,4
mama mama en el colegio me bien bocón no les haya caso minuto mejor valla a buscar la pala para dable el jarabe,0,1
mal mal es cierto que procedemos de los menos nos hijo tu padre no me presente a su familia,0,1
la mama manda apetito a la rienda a que le compra 2 huevo mientras que pepino a ala rienda ve un circo y ve un mono tenia las menos los pues largo llega a la casa y le cuenta a la mama y la mama le dije los huevo pepino le responder también,0,1
dije no me mies que me esto combinado,0,1
tres hombre un catalán un vasco y un madrileño se perdieron en la selva y fuero capturados por nos cambaleo el rey de los cambaleo le hijo a los prisionero que podar salvar sus vida si lograban pasar una prueba que contenta dos parte la primera parte de la prueba era volver a la selva y conseguir diez unidad de una misma fruta entonces cada uno de los tres hombre toma su camino a la selva para encontrar las fruta el vasco regreso y le hijo al rey me llama taxi yo traje 10 manzana el rey le explicar la segunda parte de la prueba ahora tener que muerte por el recto cada una de las fruta sin poner ninguna expresión en la cara o te comedor la primera manzana entre pero con la segunda el vasco se retorno de dolor por lo que inmediatamente lo matar el catalán llega y le mostro al rey diez cereza cuando el rey le explicar la segunda parte de la prueba el hombre pena que sera tarea muy fácil entonces empezar 1 2 3 4 5 6 7 8 9 y justo en la novena cereza solo una carcajada y lo matar el vasco y el catalán se encontrar en el cielo y el vasco le pregunta al otro ye pero y usted porque solo la carcajada si ya casi lo haba grado a lo que el catalán le contenta no pudú evitar es que mi al madrileño llegado con pisa,0,1
un amigo a otro le pregunta ye pedro te gustar ver a una mujer single infiel a su marido a juan me gustar pues bien llega 2 hora es temprano a tu casa hoy,0,1
a ver caimito en la frase aura es disfrutando donde es el sujeto muy fácil señorita el sujeto es encima de aura,0,1
por que los auto en bigote no pueden jugar al fútbol porque siempre esto en fuera de lugar y ni hablemos del tiempo que les toma llegar a la cancha,1,3
por que los colombiano llevar azúcar al estadio de fútbol para endulzar las amargura del partido,0,1
una caricatura de un hombre y una mujer hablado entre a sitios se es su nuevo companiero a ver hablado un poco de ti matemática 2 16 e x5xkenia madrigal hola son manolo la verdad son muy distraído,0,1
en el colegio caimito conjura el verbo andar yo yo yo yo mando esto a andas es deprisa a corte nosotros correo ellos correr,0,1
doctor doctor duelo aquí pues ponasí aquí doctor esquí me sine dolido dolido deja de seguir,0,1
entre un seor en un restaurante le entrega la carta y le verdura a elegir cuando se le acerca el camarero le pregunta que verdura tener espárrago y que es nada mas entonces entre que quedo elegir entre si los quier o no los quier,0,1
y como quier el seor sus huevo pues con toda mi alma,0,1
por que en colombia nunca juego al escondite porque siempre hacer tanto calor que hasta el sol los encuentro,0,1
por que en lepe no ha heroinmanos porque no ha sino apacer de meter el caballo en la jeringuilla,0,1
un funcionario es hablado con otro pues nuestro jefe es un tirano nos hacer trabajar por diez y punto seis en vuestro departamento veinticinco,0,1
por que los colombiano llevar una azúcar a la cama porque quien tener dulce suyos,0,1
un ladrón entre en una casa una noche encender su linterna y mira alrededor buscador cosa de valor que llevar de pronto una voz desde la oscuridad le dije jesús saber que a esto aquí el ladrón casi se muerte del susto al escuchar la voz paga su linterna y queda paralizador del miedo espera un rato y no ye nada es salud la cabeza y continua cuando empiezo a tratar de desconectar el televisor vuelta a escuchar claramente la voz que le dije jesús te es mirado completamente aterrorizar el ladrón nueve la luz de su linterna buscador el origen de la voz finalmente en la esquina de la habitación pues ver a un torito quiste a el que hablante a le contenta el torito yo solo esto tratado de avisar que a te es mirado el ladrón rebajado le dije as que me esto avisado eh y quien con tres a moisés contenta el pájaro moisés se re el ladrón que clase de persona le pues poner de nombre moisés a un loro la misma clase de persona que le poner por nombre jesús a un rottweiler cielo jesús,1,4
coger un leñero el teléfono holgada es el nueve cuatro dos ocho seis sete nueve uno cuatro si si no si si no si no si,0,1
una caricatura de una mujer y un no en una habitación querer en navidad un hermano o una hermana bueno mal no a si te vaya a doler mucho pero yo quieto una bicicleta medio este apio que,0,1
como se dije real madriz en chino chino chan pino liga,0,1
caimito llegado de la escuela le dije a su madre mama mama en el colegio me llama pelo verde por que caimito le responder no se sacandose los mocoso y pasandoselo por la cara hasta el pelo,0,1
se levantar el ten y se ve una mujer llegado una caja de vino tinto a un sótano se levantar el ten otra mujer llegado otra caja de vino tinto al mismo sótano se levantar el ten otra mujer llegado una caja vaca al mismo sótano se tierra el ten como se llama la película bajo instinto bajo sin tinto,0,1
en el comedor un chico y una chica esto muy junto abrazado viento la televisión de repente a le pregunta cario tener ganar de lo mismo que yo oh a mi amor firma ella muy excitar entonces srvemelo con soda y mucho hielo encanto,1,2
cual es el colmo de un panadero que su hija se llama concha y no la pues vender,0,1
un de la madre le dije a su hijo de 4 los hijo jubete a estas 6 esas y tirante que yo te cojo el hijo se nube y a continuación se tira la madre se aparte y el hijo se pega una torta y la madre le dije eso para que no te fiel ni de tu madre,0,1
en una rienda hola quimera un sujetador para mi mujer talla 90 copa pues ya que te poner un gintonic,0,1
un de le dije la profesora a los nos mañana a a venir zapatero y quieto que cuando salga de la limosna dios bien cuando suya por las escalera otra vez otra vez y cuando llegar a clase digais zapatero zapatero llega el de siguiente vale zapatero de la limosna y se caer y bien todosbien es subido por las escalera se resbalar y se caer a tras y bien otra vez otra vez llega a clase y caimito se tira un pedo y dije la prole quien a sino el guarro y bien todo zapatero zapatero,0,1
primera escena un árbol con una pistola segunda escena un árbol con una metreta tercera escena un árbol con una basura como se llama la obra árbol zwarzeneger,1,1
ayer aviso a un curso de crítica constructiva y que tal que una mierda,0,1
a carbono tres cita a mountain in te background nos dejar plantado chiste enviado por angélica sandez a,0,1
una caricatura de una mujer y un no en una cocina mama por que tener esa panzona a es que tu papa me regalo un hijo chiste enviado por jackgameplays te,0,1
en pleno bodorrio un infiltrar gorra se acerca a uno de los invitado y le dije te las fijado en lo fea que es la novia pobre muchacho lo que tener que aguantar pero bueno como dijes eso es mi hija un persona no crea que fueras su padre es que no son su padre son su madre,1,2
capitán dije soldado objetivo a las 6 en punto merendar,0,1
a carbono o tío gong boy sitting no a banco que te es que esta tarde pi mi fi tenso un examen pasa mente médico y no he estudiador nada red a pe e a triste enviado por yesca rodriguez,0,1
esta el esposo despidindose de su esposa para se a trabajar le dije a su esposa mi amor te alistar en la noche porque te hoy a dar asta por las oreja y ella ajustada contenta ay mi amor por ah no porque me quedo sorda y el responder mmmmm no te las quemado muda,1,2
punto loco creer que ha examinando suelto por la calle a a me de igual como son invisible,0,1
que hacer un piojo en la cabeza de un calvo desintoxicacin,0,1
doctordoctor mira me toco aquí y me duelaje toco aquí y me duelaje toco aquí y me duelesabe que es lo que me pasa usted tizne el dedo roto,1,5
en la cola del mercado persona el último el celta con 17 punto,1,3
que hacer un loco golpeado un reloj es mando el tiempo,1,3
en la farmacia tener pastilla para el cansancio esto agotador,1,2
se encuentro dos amiga y le dije una a la otra oyente no habar tejido trillizos y la amiga le responder no lo uve uno pero es que es muy nervioso,0,1
que es rojo y malo para los diente un ladrillo,0,1
papá papá que significar ironía ironía es que a esas pelirrojo como el vecino y que se yo el que tizne que responder tus pregunta estúpida,0,1
por que no deber jugar al escondite con la gente que espera en una fila larga en un banco en latinoamrica porque cuando te toca contar siempre terminar contado dinero,0,1
por que los colombiano llevar un azucarero al gimnasio porque les gusto endulzar los esos,1,2
en tu colegio este problema de droga a no se encuentro fácil,1,4
el otro de a a tu suegra y alto ah se dije madre política pero si la política es una mierda por eso mismo,1,4
su nombre aun su esposa era increíble por casualidad la serpiente esta por ah claro que si suegra,1,4
como estornudar un tomateketchuuuppp,1,2
saber por que no se pues discutir con un de porque siempre esto combinado de tema,1,4
en un concurso del to es duro del mundo se presentar vario candidato y entre todo destacar 3 el ruso el americano y paco el bruto las prueba consistente en matar un oso y hacer con una prostituta hasta agotar en esto que vale el candidato ruso mata al oso en media hora y quince minuto después acabo con la prostituta el americano mejora el tiempo total en cinco minuto finalmente vale paco el bruto pasa el tiempo y a las cuatro hora aparecer todo armado y sagrado por todo los lado y dije donde es la puta que ha que matar,1,4
son experto en jeroglífico pues chile un vistazo al no que no era bien,1,3
por que no se pues discutir con la vida porque siempre tizne la última palabra y encima dije que es por tu bien,1,3
me de un café con leche corto se me ha roto la máquina cambio,1,2
profesora a un no de su clase juan tundra que haber estado aquí a las nueve de la mañana por que que ha pasado,0,1
por que los colombiano llevar un azucarero al estadio porque quien ver dulce fútbol,0,1
por que los carro en bigote no pueden jugar al fútbol porque siempre esto en fuera de lugar,1,2
me jefe como ayer llega tarde le he trato esta botella de vino pero no a como se lo a a tomar ah muy bien le agradezco manolo a ver a ver pero esta botella no se pues abrir eso le deca que no a como se lo a a tomar,0,1
por que los cliente del banco en latinoamrica nunca juego al escondite porque siempre esto esperanto en la fila,1,3
esto es uno de cuenca que no ha visto en su vida el mar y a por primera vez a la playa en su flamante coche se dirigir hacia benidorm y cuando finalmente llega se queda ensimismado observador la inmensidad del mar y de repente se encuentro con un negro se le queda mirado y le pregunta ye punto tiempo llevar aquí yo nos 10 minuto puesto que quera estar todo el de,0,1
caimito encuentro a su padre en el bao masturbndose y le dije papá que esto hacienda nada hijo juego con el mono al de siguiente el padre se encuentro a caimito en el servicio todo ensangrentar y le pregunta caimito pero que te ha pasado aquí estafa cuando con el mono me ha escupido y he tejido que cortar la cabeza,1,2
un hombre a a casa de un amigo por primera vez y en el sala se encuentro un gran len diseñador ante el que cometa un magnífico ejemplar si lo can en un sacar que vice con un amigo no y como es relleno con mi amigo,0,1
por que no se pues confiar en los taco porque siempre esto echado tortilla detrás de tu espalda,0,1
madre me quieto suicida pero hijo que te pasa por que dijes eso es que cuando este como prisionero de la guerra un africano me vil tranquilo hijo nadie lo saber la vida contina igual si la vida contina yo aquí y mi africano tan lejos,1,2
amor no me gustar que todo volvible a ser como antes como cuando nos conocido no antes,1,4
un amigo le dije al otro a que pensar de las mujer cuando practicar el sexo con nosotros lo hacer por amor o por interés la a lo hacer por amor como esto tan seguro porque lo que es interés no poner ninguno,1,3
a carbono o a tomar anda a dos in te kitchen mama mal en el 4 cole me bien y por que para para de,0,1
claro aquí tener uno por que los libro siempre tener oro porque tener mucha hoja y esto encuadernador,0,1
un libro con una página de un poema nombre juan fecha hoy 1 en que batalla muro napoleón en la última 2 en que estado corte el río niño en estado ligero 3 cual es la primera causa del divorcio a matumonco 4 que no se pues comer nunca en el desayuno el almuerzo y a cena 5 cual es la masa del sol no la a nombre medio fecha hoy 1 gen que batalla muro napoleón en la última 2 en que estado corte el río niño en estado vivido 3 cual es la primera causa del divorcio el matrimonio 4 que no se pues comer nunca en el desayuno el almuerzo y la cena 5 cual es la masa del sol no tampoco,0,1
mamamama en la escuela me bien interesado y la mama le dije por que el no le dije si me las algo a cambio te lo digno,1,1
mamamama en la escuela me an dicho que son muymuy flaca y me an puesto de nombre la aguja y el lo y cual tres tu hija el lo por que me viejo ensaltando una aguja y no se por que se me que el brazo por el pollito de la agujadera que en verdad son tan flaca,0,1
liga su hijo le ha salado la lengua al no bueno eso son cosa de caos a pero es que no poderoso cortar la hemorragia,0,1
que le dije un tronco a troque pasa tronco,0,1
un domingo después de la misa uno de los feligresa se acerca al párroco y le pregunta reverendo es pecado jugar al golf en domingo hijo no hijo el padre poniente la mano sobre su hombro te he visto jugar al golf en tu caso es un pecado cualquier de,0,1
hola es agustín no la verdad es que esto incómodo,0,1
un to en un prostíbulo le pregunta a la madama punto cuesta aquí acostar con una mujer depender del tiempo bien dinamo que lleva,1,4
un personaje de dibujo animador es tumbado en el suelo junto a un árbol lo asiento abuelo no se coger basura del suelo,0,1
